Flow id,Src IP,Dst IP,Dst port,Protocol,Application protocol,Duration,Received bytes,Received packets,Transmitted bytes,Transmitted packets,Total bytes,Total packets,label,family
-4489493926444234809,10.0.2.15,3.231.35.141,443,tcp,tls,128376,16746,44,12084,46,28830,90,normal,-
-1384561825458871908,10.0.2.15,157.240.30.54,443,tcp,tls,90357,362903,403,30081,293,392984,696,normal,-
-2531680941086925574,10.0.2.15,3.124.173.63,443,tcp,tls,359161,300731,271,24670,220,325401,491,normal,-
-4876046618597485556,10.0.2.15,18.165.201.65,443,tcp,tls,359830,91750,98,6096,62,97846,160,normal,-
290132421197730283,10.0.2.15,185.235.84.73,443,tcp,tls,21590,9882,32,3896,30,13778,62,normal,-
5644261580578972762,10.0.2.15,18.244.114.94,443,tcp,tls,357686,414604,344,15562,200,430166,544,normal,-
-1882976418959249351,10.0.2.15,18.203.174.165,443,tcp,-,183646,21617,44,6235,46,27852,90,normal,-
9115864650387723529,10.0.2.15,23.73.140.155,443,tcp,-,243924,199362,186,11169,140,210531,326,normal,-
-3469506791312441794,10.0.2.15,52.206.0.188,443,tcp,tls,386162,21946,88,17512,86,39458,174,normal,-
5855139542682461999,10.0.2.15,104.16.133.229,443,tcp,tls,580,10354,32,3878,30,14232,62,normal,-
-8199450949075880677,10.0.2.15,95.100.146.34,443,tcp,tls,368721,55321,88,7992,72,63313,160,normal,-
8808171132166822931,10.0.2.15,185.125.190.49,80,tcp,http,408,1323,15,1131,15,2454,30,normal,-
-5834047253908553842,10.0.2.15,143.204.191.41,443,tcp,-,182697,214016,186,9651,121,223667,307,normal,-
-6335630889398567581,10.0.2.15,13.224.222.43,443,tcp,tls,5456,214314,172,9514,132,223828,304,normal,-
1092441048205766190,10.0.2.15,185.58.74.239,443,tcp,tls,22376,13454,28,3544,24,16998,52,normal,-
1209754731372967522,10.0.2.15,54.174.30.119,443,tcp,tls,342776,15184,46,5924,44,21108,90,normal,-
7966830553369498932,10.0.2.15,91.228.74.208,443,tcp,tls,508,9150,26,3006,24,12156,50,normal,-
-5020003629325358437,10.0.2.15,192.0.76.3,443,tcp,tls,121721,23437,59,6588,55,30025,114,normal,-
770245484958640748,10.0.2.15,52.209.67.66,443,tcp,tls,342914,16108,42,5724,42,21832,84,normal,-
681010440963730567,35.164.248.86,10.0.2.15,56910,tcp,-,0,286,4,290,4,576,8,normal,-
4915309153853896301,10.0.2.15,143.204.191.105,80,tcp,http,232004,3124,32,2578,34,5702,66,normal,-
-8526734054638237115,10.0.2.15,18.244.155.78,443,tcp,tls,231670,104742,110,6066,74,110808,184,normal,-
1412980484821371294,10.0.2.15,18.244.183.210,443,tcp,tls,340856,107206,102,5450,56,112656,158,normal,-
6171527904867091022,10.0.2.15,151.101.0.81,443,tcp,tls,134878,40274,87,9932,85,50206,172,normal,-
8309733277052017547,10.0.2.15,95.142.206.3,443,tcp,tls,193415,2572895,1918,87871,1192,2660766,3110,normal,-
-3212948678216601991,10.0.2.15,52.19.6.228,443,tcp,tls,119636,14772,42,7198,42,21970,84,normal,-
-6819649287024723163,10.0.2.15,23.195.248.145,443,tcp,tls,172734,11186,38,6782,40,17968,78,normal,-
-6961644562984628682,10.0.2.15,108.138.217.95,443,tcp,tls,2954,20074,38,4204,36,24278,74,normal,-
393927758239102002,10.0.2.15,192.0.77.48,443,tcp,tls,77731,388273,319,15532,194,403805,513,normal,-
-6049299567174563625,10.0.2.15,18.164.68.28,443,tcp,tls,61947,82226,108,12997,100,95223,208,normal,-
-6589454765615280927,10.0.2.15,52.84.93.99,443,tcp,tls,351580,593984,440,20114,322,614098,762,normal,-
7970734913326148404,10.0.2.15,147.67.210.30,443,tcp,tls,317751,93877,154,16341,129,110218,283,normal,-
7086468781950387477,10.0.2.15,18.172.155.31,443,tcp,tls,60760,100094,121,9608,90,109702,211,normal,-
-1556120111400213325,10.0.2.15,35.244.142.80,443,tcp,tls,974,26184,46,4462,40,30646,86,normal,-
-7004975383098488459,10.0.2.15,104.18.16.195,443,tcp,tls,46670,11614,32,3866,30,15480,62,normal,-
-1330932308866715932,10.0.2.15,158.101.210.189,443,tcp,tls,20848,13760,30,3504,24,17264,54,normal,-
5520254068032250589,10.0.2.15,104.76.146.21,443,tcp,tls,55832,21018,57,6442,48,27460,105,normal,-
-644652852813567451,10.0.2.15,18.165.201.108,443,tcp,tls,176380,24001,52,8116,51,32117,103,normal,-
4721779775434959361,10.0.2.15,151.101.193.164,443,tcp,tls,574,10366,24,2898,22,13264,46,normal,-
8620800332683699762,10.0.2.15,104.18.33.171,443,tcp,tls,512947,152180,148,7659,74,159839,222,normal,-
-6705439730876556877,10.0.2.15,198.54.12.180,443,tcp,tls,342624,11520,44,8072,44,19592,88,normal,-
-1412085644336819602,10.0.2.15,151.101.195.5,443,tcp,tls,9332,323181,332,24986,265,348167,597,normal,-
-8425177332008924428,10.0.2.15,18.244.179.34,443,tcp,tls,175300,48226,75,10994,74,59220,149,normal,-
6463539391346315563,10.0.2.15,35.190.43.134,443,tcp,tls,64848,25701,61,7485,61,33186,122,normal,-
-2169106111752860632,10.0.2.15,199.36.158.100,443,tcp,tls,171299,26344,60,6197,55,32541,115,normal,-
3494229077818567603,10.0.2.15,143.204.177.196,443,tcp,tls,33098,20532,60,13572,58,34104,118,normal,-
1626502197770108640,10.0.2.15,104.22.13.151,443,tcp,tls,24828,9678,30,4240,30,13918,60,normal,-
5532966246199276812,10.0.2.15,13.224.132.120,443,tcp,tls,342222,60478,74,5226,52,65704,126,normal,-
-594951247531825652,10.0.2.15,2.16.2.193,443,tcp,tls,184744,264669,245,14404,166,279073,411,normal,-
-3934855146733943381,10.0.2.15,108.156.28.58,443,tcp,tls,514167,23782,64,7133,63,30915,127,normal,-
-4432434569317289410,10.0.2.15,151.101.3.5,443,tcp,tls,171883,353680,285,12201,158,365881,443,normal,-
-6412137350848746655,10.0.2.15,52.167.30.171,443,tcp,tls,250546,36232,52,4810,38,41042,90,normal,-
22139624712566328,10.0.2.15,108.138.7.16,443,tcp,tls,47044,22096,49,6783,47,28879,96,normal,-
-8185120268625924046,10.0.2.15,34.233.137.222,443,tcp,tls,30754,9446,34,4838,32,14284,66,normal,-
4952210674883263327,10.0.2.15,151.101.2.137,443,tcp,tls,11729,81920,111,9546,86,91466,197,normal,-
-8344414367413756884,10.0.2.15,18.244.154.14,443,tcp,tls,361811,46591,71,6777,65,53368,136,normal,-
903541780862193815,10.0.2.15,192.0.72.29,443,tcp,tls,153252,17619,51,5755,46,23374,97,normal,-
8262739000817331647,10.0.2.15,13.224.223.183,443,tcp,tls,103349,153219,142,7709,78,160928,220,normal,-
8024785272142312346,10.0.2.15,151.101.193.111,443,tcp,tls,171049,25549,48,5442,48,30991,96,normal,-
1525840694908594454,10.0.2.15,2.19.126.206,443,tcp,tls,126324,72391,105,9435,73,81826,178,normal,-
4638180968143006022,10.0.2.15,205.251.242.103,443,tcp,tls,232118,15164,48,4778,48,19942,96,normal,-
-4811619471876920511,10.0.2.15,95.100.146.25,443,tcp,tls,66138,222624,213,15665,159,238289,372,normal,-
-5527553848740020894,10.0.2.15,198.143.164.252,443,tcp,tls,364591,651798,537,30249,411,682047,948,normal,-
1223940351424114967,10.0.2.15,2.16.2.88,443,tcp,tls,131141,36737,67,5565,53,42302,120,normal,-
-207332955788903192,10.0.2.15,151.101.67.5,443,tcp,tls,412,14036,28,3136,28,17172,56,normal,-
-4239402293117791611,10.0.2.15,52.21.62.149,443,tcp,tls,72379,20756,44,5554,44,26310,88,normal,-
-3088687922526339655,10.0.2.15,162.247.243.30,443,tcp,tls,174177,15641,54,15453,57,31094,111,normal,-
4113205367357169800,10.0.2.15,18.165.201.79,443,tcp,tls,341498,84672,86,5124,50,89796,136,normal,-
-8181201346703827487,10.0.2.15,146.75.118.132,443,tcp,tls,44682,36960,50,7078,36,44038,86,normal,-
-5162607772201462591,10.0.2.15,44.207.130.4,443,tcp,tls,30044,13376,30,5898,30,19274,60,normal,-
-5486513925447655149,10.0.2.15,151.101.194.152,443,tcp,tls,172081,70442,112,10675,95,81117,207,normal,-
6574193361907120444,10.0.2.15,18.210.88.25,443,tcp,tls,344460,18948,62,7094,62,26042,124,normal,-
2614519579140420283,10.0.2.15,217.20.147.1,443,tcp,tls,208666,25436,44,4732,44,30168,88,normal,-
3727813409667143739,10.0.2.15,13.224.247.127,443,tcp,tls,242798,20292,46,4684,42,24976,88,normal,-
1689717563582926941,10.0.2.15,52.94.225.56,443,tcp,tls,268164,62158,195,127244,200,189402,395,normal,-
3435107209995212876,10.0.2.15,23.195.248.158,443,tcp,tls,272862,297367,275,15846,184,313213,459,normal,-
741169146728388338,10.0.2.15,146.75.118.109,443,tcp,tls,131978,1386236,1054,39343,556,1425579,1610,normal,-
-4842897493645261880,10.0.2.15,104.16.100.56,443,tcp,tls,62816,13372,36,4444,38,17816,74,normal,-
-5316347319162455166,10.0.2.15,13.224.132.12,443,tcp,tls,385680,50818,76,6692,62,57510,138,normal,-
7706896990970154628,10.0.2.15,87.248.100.215,443,tcp,tls,243648,50958,64,5330,54,56288,118,normal,-
-220511387203134564,10.0.2.15,54.192.137.50,443,tcp,tls,342687,20146,49,5106,48,25252,97,normal,-
6287276980560374127,10.0.2.15,99.84.9.105,443,tcp,tls,38338,17964,36,4388,36,22352,72,normal,-
-1241513426408982396,10.0.2.15,54.192.137.106,443,tcp,tls,10364,174406,142,6342,76,180748,218,normal,-
-8871562550975997639,10.0.2.15,52.222.214.101,443,tcp,tls,185853,23650,56,6791,55,30441,111,normal,-
-3374772147815030869,10.0.2.15,108.138.8.107,443,tcp,tls,274799,2828692,2081,70521,932,2899213,3013,normal,-
7076880530668875017,10.0.2.15,143.204.72.186,443,tcp,tls,332784,31414,52,4902,46,36316,98,normal,-
-1599698111354274750,10.0.2.15,91.198.174.192,443,tcp,tls,318375,51712,117,13206,108,64918,225,normal,-
-3667799972411522885,10.0.2.15,186.192.90.12,443,tcp,tls,167126,31694,81,9235,82,40929,163,normal,-
-7189946110105131576,10.0.2.15,193.189.143.34,443,tcp,tls,110272,39620,58,6111,59,45731,117,normal,-
1859159199683427867,10.0.2.15,99.84.9.60,443,tcp,tls,263042,651508,505,20679,288,672187,793,normal,-
7507159870997047930,10.0.2.15,18.165.242.59,443,tcp,tls,12476,447842,362,16126,212,463968,574,normal,-
-6470450411080933782,10.0.2.15,18.244.155.8,443,tcp,tls,421050,16728038,11678,221228,2768,16949266,14446,normal,-
-8941797723467716283,10.0.2.15,207.241.224.2,443,tcp,tls,242915,40670,67,6959,61,47629,128,normal,-
-1518610251386919250,10.0.2.15,104.18.23.19,443,tcp,tls,171595,17514,50,6303,50,23817,100,normal,-
1351302238719998209,10.0.2.15,108.156.46.12,443,tcp,tls,34654,30262,52,9470,48,39732,100,normal,-
9216795802270642516,10.0.2.15,87.240.132.67,443,tcp,tls,140190,349066,299,23418,256,372484,555,normal,-
-4204463110843182171,10.0.2.15,104.16.53.111,443,tcp,tls,257276,60813,89,8222,82,69035,171,normal,-
-9210478620873383672,10.0.2.15,18.165.242.4,443,tcp,tls,151424,37141,81,10425,77,47566,158,normal,-
-2100462828435739671,10.0.2.15,185.89.210.153,443,tcp,tls,564,8858,20,3264,20,12122,40,normal,-
-3442641621183482424,10.0.2.15,108.138.233.117,443,tcp,tls,45744,18612,38,4420,36,23032,74,normal,-
-7284680888039595758,10.0.2.15,185.83.142.19,443,tcp,tls,37920,23848,70,44976,66,68824,136,normal,-
4028454967984967349,10.0.2.15,5.57.16.220,443,tcp,tls,67482,18894,60,12468,61,31362,121,normal,-
-2295533840975423185,10.0.2.15,172.64.154.85,443,tcp,tls,342740,43460,68,6480,68,49940,136,normal,-
1019239831517999063,10.0.2.15,104.87.135.46,443,tcp,tls,59136,24354,34,3926,32,28280,66,normal,-
-494879909992967973,10.0.2.15,108.138.217.78,443,tcp,tls,511225,26207,66,7391,63,33598,129,normal,-
462740232107456483,10.0.2.15,104.96.130.36,443,tcp,tls,292097,151915,180,15850,165,167765,345,normal,-
-4630304178208988204,10.0.2.15,52.94.228.167,443,tcp,tls,287605,23652,65,6698,64,30350,129,normal,-
2389861263543575817,10.0.2.15,157.240.20.52,443,tcp,tls,172055,20180,62,6493,61,26673,123,normal,-
424266992249811059,10.0.2.15,87.240.129.132,443,tcp,tls,216627,20375,65,9920,60,30295,125,normal,-
-283032194233671232,10.0.2.15,18.244.123.195,443,tcp,tls,60064,19142,40,4202,36,23344,76,normal,-
7073915406855858418,10.0.2.15,149.154.167.99,443,tcp,tls,600456,2538963,1974,56720,800,2595683,2774,normal,-
-1109675737229577228,10.0.2.15,104.19.187.97,443,tcp,tls,590636,187629,262,20938,196,208567,458,normal,-
2438544915403874925,10.0.2.15,216.198.2.50,443,tcp,tls,182594,12434,42,4384,42,16818,84,normal,-
4992786990507453860,10.0.2.15,3.219.0.3,443,tcp,tls,127082,14820,42,6370,44,21190,86,normal,-
-1356894878003407444,10.0.2.15,143.204.89.104,443,tcp,tls,45744,30384,46,4304,36,34688,82,normal,-
2512430793072733774,10.0.2.15,162.125.248.18,443,tcp,tls,146919,14735,49,6049,45,20784,94,normal,-
-6464966889977118306,10.0.2.15,18.66.112.50,443,tcp,tls,341006,16116,42,4756,42,20872,84,normal,-
4558857311754135,10.0.2.15,151.101.193.44,443,tcp,tls,204892,479439,471,44121,376,523560,847,normal,-
7857582663407822111,10.0.2.15,13.224.132.111,443,tcp,tls,342152,295250,236,9288,126,304538,362,normal,-
-7406873103749690263,10.0.2.15,104.17.204.204,443,tcp,tls,342960,11230,38,4594,38,15824,76,normal,-
-4868260392101207761,10.0.2.15,200.147.3.157,443,tcp,tls,128096,13572,43,5647,45,19219,88,normal,-
-490529876900459352,10.0.2.15,2.16.2.211,443,tcp,tls,232450,12650,50,4768,46,17418,96,normal,-
-176638485765575004,10.0.2.15,18.244.159.213,443,tcp,tls,1409,27149,67,8488,67,35637,134,normal,-
-3566732530276263563,10.0.2.15,142.251.36.141,443,tcp,tls,419069,594830,484,23087,286,617917,770,normal,-
4915064090209879370,10.0.2.15,18.172.155.156,443,tcp,tls,101514,257686,204,10992,154,268678,358,normal,-
7991603919821892301,10.0.2.15,23.195.249.96,443,tcp,tls,49228,103327,118,8155,72,111482,190,normal,-
-4001771174854745837,10.0.2.15,54.154.181.12,443,tcp,tls,86386,12994,38,4966,38,17960,76,normal,-
2982349532527701795,10.0.2.15,99.86.114.18,443,tcp,tls,342476,73926,80,5310,52,79236,132,normal,-
5984617367594954392,10.0.2.15,104.244.42.136,443,tcp,tls,101312,43880,58,8452,60,52332,118,normal,-
-3109808312615878148,10.0.2.15,18.197.207.161,443,tcp,tls,357522,20228,70,21230,72,41458,142,normal,-
-6758949720476503543,10.0.2.15,18.244.114.111,443,tcp,tls,342450,21394,50,6762,46,28156,96,normal,-
6461741130172210553,10.0.2.15,23.195.248.195,443,tcp,tls,230922,47896,72,5244,52,53140,124,normal,-
-8180879968636237517,10.0.2.15,18.165.201.46,443,tcp,tls,284,6536,12,1722,12,8258,24,normal,-
5245834005188668623,10.0.2.15,104.17.113.188,443,tcp,tls,501783,25005,76,8520,70,33525,146,normal,-
1646513075783869484,10.0.2.15,162.159.138.60,443,tcp,tls,376717,98120,141,14695,108,112815,249,normal,-
4616166183499797899,10.0.2.15,64.202.112.223,443,tcp,tls,23203,13471,39,5643,39,19114,78,normal,-
2684166211693606342,10.0.2.15,104.64.118.15,443,tcp,tls,86152,22600,38,3996,30,26596,68,normal,-
-4978639162834823641,10.0.2.15,172.67.4.41,443,tcp,tls,116240,18614,44,5257,44,23871,88,normal,-
-8342399777620714174,10.0.2.15,99.86.4.88,443,tcp,tls,578437,59983,107,13864,100,73847,207,normal,-
3923257619935473792,10.0.2.15,13.107.238.44,443,tcp,tls,865308,350867,338,20192,187,371059,525,normal,-
-7002772009206094884,10.0.2.15,95.100.146.16,443,tcp,tls,277991,127121,128,9925,97,137046,225,normal,-
4072937957068179247,10.0.2.15,23.73.141.183,443,tcp,tls,51724,463690,417,31304,362,494994,779,normal,-
-1144784355295171394,10.0.2.15,99.83.181.31,443,tcp,tls,16530,20931,58,13358,59,34289,117,normal,-
-234310828601712208,10.0.2.15,151.101.193.67,443,tcp,tls,41056,73990,84,8074,56,82064,140,normal,-
-8484454186737852356,10.0.2.15,13.224.222.106,443,tcp,tls,28970,200314,160,7150,90,207464,250,normal,-
3409739959121970492,10.0.2.15,192.229.221.185,443,tcp,tls,340788,32604,60,5242,50,37846,110,normal,-
-2145737268048118600,10.0.2.15,151.101.194.133,443,tcp,tls,141961,29262,69,8876,64,38138,133,normal,-
2455497483062502964,10.0.2.15,162.159.153.4,443,tcp,tls,172154,15494,47,5625,45,21119,92,normal,-
4556707021672899880,10.0.2.15,151.101.66.152,443,tcp,tls,4532,13076,30,3872,30,16948,60,normal,-
-676546201095013468,10.0.2.15,104.18.22.19,443,tcp,tls,494,7996,20,2704,20,10700,40,normal,-
7227615352800055270,10.0.2.15,186.192.81.5,443,tcp,tls,102976,18243,41,5162,43,23405,84,normal,-
2446270272105978681,10.0.2.15,104.17.67.176,443,tcp,tls,387918,97642,102,7674,94,105316,196,normal,-
1031900104934958793,10.0.2.15,52.213.145.217,443,tcp,tls,175148,12468,42,5868,40,18336,82,normal,-
4147329690160719065,10.0.2.15,151.101.1.164,443,tcp,tls,206402,17336,46,4732,38,22068,84,normal,-
-7011106593398698975,10.0.2.15,151.101.192.176,443,tcp,tls,631976,319785,310,16496,191,336281,501,normal,-
4447539512920380858,10.0.2.15,52.17.134.160,443,tcp,tls,118000,13922,36,4684,38,18606,74,normal,-
5198552313173686842,10.0.2.15,104.20.150.16,443,tcp,tls,225400,12940,36,4178,34,17118,70,normal,-
6630794249495089475,10.0.2.15,20.112.52.29,443,tcp,tls,345770,19198,46,4896,46,24094,92,normal,-
6531086993231090013,10.0.2.15,18.66.97.53,443,tcp,tls,124552,28362,48,4700,44,33062,92,normal,-
-8310783913371582763,10.0.2.15,18.244.155.113,443,tcp,tls,290596,17062,46,4900,46,21962,92,normal,-
4591688634844128977,10.0.2.15,151.101.1.55,443,tcp,tls,902,323802,250,8786,118,332588,368,normal,-
5818108516347956448,10.0.2.15,52.215.192.131,443,tcp,tls,254580,85278,92,6080,66,91358,158,normal,-
-8262969113291339481,10.0.2.15,151.101.193.21,443,tcp,tls,510320,74653,113,13391,101,88044,214,normal,-
5754209926123615967,10.0.2.15,104.18.2.186,443,tcp,tls,994,44148,54,4562,38,48710,92,normal,-
-1053721386280284363,10.0.2.15,54.159.56.141,443,tcp,tls,124338,14524,42,4786,40,19310,82,normal,-
-1769614407569965344,10.0.2.15,95.142.206.1,443,tcp,tls,256755,138964,160,13813,132,152777,292,normal,-
-8970889101626357813,10.0.2.15,34.247.198.11,443,tcp,tls,74194,17966,38,4134,36,22100,74,normal,-
-4282533856047563103,10.0.2.15,108.156.46.65,443,tcp,tls,37438,15090,36,5368,34,20458,70,normal,-
-4705950281642324443,10.0.2.15,54.205.105.217,443,tcp,tls,91871,27269,63,9583,63,36852,126,normal,-
7307373463251954183,10.0.2.15,195.214.233.128,443,tcp,tls,11028,14786,30,3804,30,18590,60,normal,-
-7928341588135768417,10.0.2.15,3.33.220.150,443,tcp,tls,362301,22821,59,11083,63,33904,122,normal,-
-3414571548394002660,10.0.2.15,40.126.31.67,443,tcp,tls,231286,24704,54,5276,48,29980,102,normal,-
-3820849042267409368,10.0.2.15,167.68.44.27,443,tcp,tls,4604,18678,28,3700,28,22378,56,normal,-
4684021927650785656,10.0.2.15,18.165.229.164,443,tcp,tls,46852,106542,98,5062,52,111604,150,normal,-
7272899311677378929,10.0.2.15,95.100.146.80,443,tcp,tls,23029,50931,85,8714,70,59645,155,normal,-
7795838014930447225,10.0.2.15,104.18.3.236,443,tcp,tls,65218,60772,64,4526,42,65298,106,normal,-
-665284579103300406,10.0.2.15,52.95.122.74,443,tcp,tls,64882,25819,50,8537,51,34356,101,normal,-
8434962144372524557,10.0.2.15,104.19.147.8,443,tcp,tls,187389,78721,95,7338,65,86059,160,normal,-
-8630360381757322349,10.0.2.15,104.17.112.176,443,tcp,tls,341986,16568,44,4556,40,21124,84,normal,-
8797779967998499115,10.0.2.15,162.125.72.18,443,tcp,tls,146739,28272,66,6547,54,34819,120,normal,-
-3165594219218866174,10.0.2.15,34.238.65.140,443,tcp,tls,343212,16798,50,9418,48,26216,98,normal,-
-7899514663980668224,10.0.2.15,185.26.182.103,443,tcp,tls,86624,9052,28,3652,30,12704,58,normal,-
-5022300671642140276,10.0.2.15,108.138.233.18,443,tcp,tls,343198,36882,56,4880,46,41762,102,normal,-
-7315499598772403520,10.0.2.15,194.226.130.227,443,tcp,tls,69189,20093,50,6045,52,26138,102,normal,-
2944158091137128625,10.0.2.15,3.126.37.214,443,tcp,tls,341050,13456,52,10266,52,23722,104,normal,-
5631480316162516261,10.0.2.15,74.115.50.110,443,tcp,tls,33942,27742,50,5667,44,33409,94,normal,-
-496248727102861012,10.0.2.15,204.79.197.212,443,tcp,tls,226290,11698,36,4544,36,16242,72,normal,-
2409739706009183033,10.0.2.15,108.156.28.93,443,tcp,tls,121456,15514,38,4434,38,19948,76,normal,-
1292422113468598638,10.0.2.15,18.244.155.16,443,tcp,tls,13660,11162,22,2694,26,13856,48,normal,-
2994276250687546362,10.0.2.15,151.101.1.111,443,tcp,tls,244096,26718,56,5540,54,32258,110,normal,-
-4613693828937510051,10.0.2.15,95.142.206.0,443,tcp,tls,256966,86320,110,9714,90,96034,200,normal,-
9012298629635793454,10.0.2.15,52.35.165.153,443,tcp,tls,57390,20594,92,30936,78,51530,170,normal,-
6167609636394856056,10.0.2.15,34.252.19.64,443,tcp,tls,576,12518,20,2514,22,15032,42,normal,-
9032086491296573630,10.0.2.15,2.16.2.194,443,tcp,tls,241444,19954,48,4894,40,24848,88,normal,-
208614501861529570,10.0.2.15,44.205.203.243,443,tcp,tls,357958,25582,84,27540,76,53122,160,normal,-
-4486610934818169603,10.0.2.15,52.28.145.129,443,tcp,tls,357452,17906,80,22380,80,40286,160,normal,-
4486452602060753897,10.0.2.15,151.101.194.2,443,tcp,tls,255725,20314,55,6425,51,26739,106,normal,-
6439809405028984616,10.0.2.15,147.92.243.206,443,tcp,tls,80385,34716,70,7786,71,42502,141,normal,-
-8248431312219230624,10.0.2.15,3.221.54.232,443,tcp,tls,345380,16982,54,7096,54,24078,108,normal,-
-5012337001209359404,10.0.2.15,3.70.113.20,443,tcp,tls,70010,24454,53,6267,52,30721,105,normal,-
-7490156139859994299,10.0.2.15,147.67.34.45,443,tcp,tls,231948,10760,48,4732,50,15492,98,normal,-
1585077059997910430,10.0.2.15,75.2.13.80,443,tcp,tls,40298,34476,93,14654,95,49130,188,normal,-
-988876664833844356,10.0.2.15,108.156.46.35,443,tcp,tls,31744,14018,28,3242,28,17260,56,normal,-
5913315995036718865,10.0.2.15,207.148.248.132,443,tcp,tls,121277,75400,98,10063,95,85463,193,normal,-
2847876532630672191,10.0.2.15,151.101.193.55,443,tcp,tls,59640,185870,164,9019,102,194889,266,normal,-
782055474968711185,10.0.2.15,52.28.225.104,443,tcp,tls,400734,20548,84,13280,86,33828,170,normal,-
-652977621143635719,10.0.2.15,52.208.79.137,443,tcp,tls,744,12452,24,3850,24,16302,48,normal,-
5818818447215569278,10.0.2.15,13.224.245.45,443,tcp,tls,1086,45768,56,6550,44,52318,100,normal,-
-1821355605177566396,10.0.2.15,156.40.212.210,443,tcp,tls,339003,22965,73,7374,76,30339,149,normal,-
-4506942771362899235,10.0.2.15,35.165.157.22,443,tcp,tls,1888,9060,28,3006,24,12066,52,normal,-
-8094401774808378560,10.0.2.15,70.42.32.63,443,tcp,tls,22791,13896,39,7110,36,21006,75,normal,-
7673380259819965403,10.0.2.15,54.204.7.191,443,tcp,tls,384688,20589,65,8795,68,29384,133,normal,-
-1140301605587059226,10.0.2.15,45.60.243.32,443,tcp,tls,345980,306298,292,16650,200,322948,492,normal,-
3720766500349624560,10.0.2.15,52.95.116.112,443,tcp,tls,61030,14716,30,3804,30,18520,60,normal,-
3788297273803461457,10.0.2.15,188.65.124.92,443,tcp,tls,92156,17996,45,5570,45,23566,90,normal,-
-1509218250747317054,10.0.2.15,13.224.245.3,443,tcp,tls,172281,2115031,1478,63793,1106,2178824,2584,normal,-
5244091176134348295,10.0.2.15,40.79.197.35,443,tcp,tls,360357,37250,119,48718,121,85968,240,normal,-
7905174753176478133,10.0.2.15,192.0.80.240,443,tcp,tls,61350,13796,34,3768,28,17564,62,normal,-
-4970776316553499671,10.0.2.15,104.17.211.204,443,tcp,tls,384842,16182,52,6066,52,22248,104,normal,-
-9200644427784533385,10.0.2.15,13.32.27.99,443,tcp,tls,40782,17234,36,4476,36,21710,72,normal,-
2649493217620906250,10.0.2.15,212.53.152.212,443,tcp,tls,343376,39862,64,6546,62,46408,126,normal,-
-8316124349171091026,10.0.2.15,13.224.222.80,443,tcp,tls,124342,57368,68,6258,64,63626,132,normal,-
8898507794568463980,10.0.2.15,52.1.171.248,443,tcp,tls,402578,11682,52,7506,54,19188,106,normal,-
1257245509768353711,10.0.2.15,87.240.132.72,443,tcp,tls,291970,22590,44,4704,42,27294,86,normal,-
-2307802772440223236,10.0.2.15,95.100.146.40,443,tcp,tls,583358,279709,337,19638,230,299347,567,normal,-
3971309671654681640,10.0.2.15,204.79.197.203,443,tcp,tls,455603,150017,177,17344,125,167361,302,normal,-
-1707780557833295705,10.0.2.15,151.101.130.216,443,tcp,tls,347394,3010266,2274,83434,1140,3093700,3414,normal,-
-1921631911596124958,10.0.2.15,52.51.192.217,443,tcp,tls,120606,15116,44,5040,42,20156,86,normal,-
-1628998834553833530,10.0.2.15,52.98.171.226,443,tcp,tls,1326,35302,48,4406,38,39708,86,normal,-
4399420968555505733,10.0.2.15,104.17.233.204,443,tcp,tls,621414,580966,512,29901,426,610867,938,normal,-
-2083933462375376861,10.0.2.15,104.64.164.240,443,tcp,tls,232080,52092,76,5072,54,57164,130,normal,-
4228432933158251497,10.0.2.15,18.244.114.71,443,tcp,tls,342060,16314,42,4810,42,21124,84,normal,-
1485527004877475100,10.0.2.15,192.229.221.25,443,tcp,tls,635833,834839,745,47377,533,882216,1278,normal,-
-6860283874039890370,10.0.2.15,104.17.214.204,443,tcp,tls,341166,11126,38,4456,38,15582,76,normal,-
-273360741138720073,10.0.2.15,52.73.253.114,443,tcp,tls,109920,35632,196,65018,176,100650,372,normal,-
2354965287358240474,10.0.2.15,18.244.155.97,443,tcp,tls,47834,39570,48,4450,40,44020,88,normal,-
-3235043903266503222,10.0.2.15,34.243.115.23,443,tcp,tls,342098,11356,44,6822,42,18178,86,normal,-
7475161767657088760,10.0.2.15,34.150.242.72,443,tcp,tls,6306,82302,74,4564,44,86866,118,normal,-
5714863673884563455,10.0.2.15,104.18.21.157,443,tcp,tls,254660,9564,38,6258,38,15822,76,normal,-
6336039447821472067,10.0.2.15,146.75.120.157,443,tcp,tls,295768,530010,456,24743,323,554753,779,normal,-
6834941965608076080,10.0.2.15,151.101.194.110,443,tcp,tls,388391,149988,160,10391,110,160379,270,normal,-
-7751257601469970177,10.0.2.15,172.64.132.15,443,tcp,tls,3450,265724,210,12198,172,277922,382,normal,-
7956975488135646897,10.0.2.15,104.26.7.139,443,tcp,tls,341884,35610,52,4596,40,40206,92,normal,-
-4589172213570307890,10.0.2.15,52.94.237.74,443,tcp,tls,124396,15404,38,5354,38,20758,76,normal,-
1991646362480678971,10.0.2.15,143.204.207.250,443,tcp,tls,126484,43612,60,4792,46,48404,106,normal,-
-7731301273330918063,10.0.2.15,151.101.2.132,443,tcp,tls,344298,2236314,1616,52086,816,2288400,2432,normal,-
