Flow id,Src IP,Dst IP,Dst port,Protocol,Application protocol,Duration,Received bytes,Received packets,Transmitted bytes,Transmitted packets,Total bytes,Total packets,label,family
101839207200919836,10.0.2.15,45.57.91.1,443,tcp,-,63099,467165,356,19332,270,486497,626,normal,-
-39236173195564561,10.0.2.15,142.251.37.110,443,tcp,tls,1873298,1084184,1429,132509,1180,1216693,2609,normal,-
8241443478711596101,10.0.2.15,185.199.109.154,443,tcp,-,192005,451943,412,23276,294,475219,706,normal,-
-5046472066674943199,10.0.2.15,142.251.36.106,443,tcp,tls,377244,264248,822,117934,774,382182,1596,normal,-
5347319502865209866,10.0.2.15,146.75.120.193,443,tcp,tls,175272,561462,461,20010,261,581472,722,normal,-
-3656488926098362647,10.0.2.15,151.101.193.69,443,tcp,tls,230019,617106,541,32210,404,649316,945,normal,-
-2095579213857418410,10.0.2.15,142.251.37.104,443,tcp,tls,226627,395910,348,16319,178,412229,526,normal,-
-8441567842405116804,10.0.2.15,140.82.112.25,443,tcp,tls,8366,9048,32,5974,30,15022,62,normal,-
-8215221357526815521,10.0.2.15,192.0.73.2,443,tcp,tls,63965,89673,143,14999,120,104672,263,normal,-
4046711451672289662,10.0.2.15,104.17.32.82,443,tcp,-,163,180,3,384,6,564,9,normal,-
-7249589588360022667,10.0.2.15,142.251.36.98,443,tcp,tls,1851310,605737,925,92163,763,697900,1688,normal,-
-1420045016947431704,10.0.2.15,147.229.9.26,443,tcp,tls,216861,620923,528,33186,317,654109,845,normal,-
-6506847499386655766,10.0.2.15,67.27.213.122,443,tcp,-,745,960,16,2048,32,3008,48,normal,-
-8955940420221196972,10.0.2.15,151.101.194.206,443,tcp,-,173688,689616,519,27699,451,717315,970,normal,-
-6550140355802229482,10.0.2.15,147.229.9.226,443,tcp,-,207738,330780,576,86949,540,417729,1116,normal,-
-4897978596436559358,10.0.2.15,192.229.221.95,80,tcp,-,5926393,194128,1008,134008,1046,328136,2054,normal,-
5082298001779832860,10.0.2.15,13.32.110.82,443,tcp,-,106526,680,10,786,10,1466,20,normal,-
-133440136347563932,10.0.2.15,209.140.136.194,443,tcp,tls,129935,24084,54,9606,55,33690,109,normal,-
8778341475023808891,10.0.2.15,142.251.36.65,443,tcp,tls,357365,810865,802,54738,570,865603,1372,normal,-
5246432985792630942,10.0.2.15,151.101.129.69,443,tcp,tls,584,13340,30,3114,26,16454,56,normal,-
6241443927401530724,10.0.2.15,151.101.193.69,80,tcp,-,67442,720,12,648,12,1368,24,normal,-
9167017816801255710,10.0.2.15,157.240.30.174,443,tcp,tls,1284,156348,130,5884,64,162232,194,normal,-
-644741052351960842,10.0.2.15,142.251.37.97,443,tcp,tls,179683,711475,696,47021,491,758496,1187,normal,-
6501705892624929267,10.0.2.15,216.239.34.36,443,tcp,tls,568581,111255,299,36996,286,148251,585,normal,-
277061941061847704,10.0.2.15,34.117.237.239,443,tcp,-,1400790,43833,170,16908,165,60741,335,normal,-
111159312016706072,10.0.2.15,95.100.146.41,80,tcp,-,2159345,71428,352,44397,369,115825,721,normal,-
7168746081179387887,fe80:0000:0000:0000:8fc8:b416:45a8:93c4,ff02:0000:0000:0000:0000:0000:0000:00fb,5353,udp,-,79373,0,0,6920,49,6920,49,normal,-
7156139017526962566,10.0.2.15,224.0.0.251,5353,udp,-,77181,0,0,4095,41,4095,41,normal,-
-3868496579351225335,10.0.2.15,104.18.6.29,443,tcp,tls,446,12198,24,2920,24,15118,48,normal,-
-4450004502894781830,10.0.2.15,142.251.36.132,443,tcp,tls,2735843,950187,1337,123628,1013,1073815,2350,normal,-
4584758697424882077,10.0.2.15,104.244.42.2,443,tcp,-,348086,54461,130,56505,121,110966,251,normal,-
5674076555105974085,10.0.2.15,146.75.116.159,443,tcp,tls,176051,255110,269,17622,173,272732,442,normal,-
-7515630690946124152,10.0.2.15,34.107.221.82,80,tcp,-,2086361,19594,268,19070,273,38664,541,normal,-
2792490901068046551,10.0.2.15,142.251.36.110,443,tcp,tls,1115122,146033,318,37881,314,183914,632,normal,-
398335552255754485,10.0.2.15,151.101.193.140,443,tcp,tls,2404073,9208100,7020,320421,3490,9528521,10510,normal,-
8605097794893808263,10.0.2.15,35.244.174.68,443,tcp,tls,2332,33080,78,9710,76,42790,154,normal,-
-7198978090318656091,10.0.2.15,142.251.36.67,443,tcp,tls,1307214,983933,1143,90037,855,1073970,1998,normal,-
-3897493395602619949,10.0.2.15,142.251.36.129,443,tcp,tls,14553,321837,482,48555,423,370392,905,normal,-
-7059663803976873444,10.0.2.15,185.199.111.133,443,tcp,tls,187092,142851,240,24435,232,167286,472,normal,-
-5230576495706771882,10.0.2.15,152.199.21.141,443,tcp,-,204994,4623246,3743,133794,1319,4757040,5062,normal,-
9130813297027771567,10.0.2.15,104.19.188.97,443,tcp,tls,1733865,1515910,1308,75571,970,1591481,2278,normal,-
1077570314360189165,10.0.2.15,172.67.71.230,443,tcp,tls,322,12814,24,2920,24,15734,48,normal,-
6369495502481478227,10.0.2.15,142.251.37.99,80,tcp,-,962410,27029,160,19722,165,46751,325,normal,-
-6325797372210314142,10.0.2.15,157.240.30.27,443,tcp,tls,521656,1231462,1177,69361,785,1300823,1962,normal,-
-8818860313818083153,10.0.2.15,142.251.36.138,443,tcp,-,805443,1366304,1424,107679,943,1473983,2367,normal,-
-4157417754129473824,10.0.2.15,142.251.36.78,443,tcp,tls,23688,1223433,1070,58069,656,1281502,1726,normal,-
4917640744839152322,10.0.2.15,142.251.36.99,443,tcp,tls,1392670,1892194,1768,109140,1174,2001334,2942,normal,-
7898957554304280946,10.0.2.15,31.30.189.206,443,tcp,tls,231148,14114,46,4704,48,18818,94,normal,-
-1884143775377259848,10.0.2.15,104.18.7.29,443,tcp,tls,172229,478636,398,19743,237,498379,635,normal,-
4684745851057711076,10.0.2.15,91.189.91.49,80,tcp,http,2986,882,10,754,10,1636,20,normal,-
-4347074525453619545,10.0.2.15,142.251.36.67,80,tcp,-,1301450,27412,189,20623,196,48035,385,normal,-
4673750635884781660,10.0.2.15,142.251.36.142,443,tcp,tls,1776421,818917,1008,89984,808,908901,1816,normal,-
-7926794734002783272,10.0.2.15,142.251.37.99,443,tcp,tls,911946,91329,180,18563,165,109892,345,normal,-
7461065320117331418,10.0.2.15,8.8.8.8,53,udp,dns,14479694,1076301,6387,585062,6404,1661363,12791,normal,-
-4699328576966186604,10.0.2.15,172.64.155.188,80,tcp,http,1681644,48297,260,29569,275,77866,535,normal,-
1621100242814921079,10.0.2.15,142.251.37.110,443,udp,-,439497,6414934,6139,955115,3138,7370049,9277,normal,-
-7178471050195100847,10.0.2.15,142.251.36.130,443,tcp,tls,2948863,495767,1012,112352,949,608119,1961,normal,-
-7021734148527112348,10.0.2.15,146.75.122.167,443,tcp,tls,1025517,390167,551,128839,436,519006,987,normal,-
5546437883735843597,10.0.2.15,31.30.189.77,443,tcp,tls,347018,290920,257,14771,158,305691,415,normal,-
1623241788894168592,10.0.2.15,157.240.30.63,443,tcp,tls,176541,1337098,1013,30581,391,1367679,1404,normal,-
-785856817720453198,10.0.2.15,13.32.110.8,443,tcp,tls,530908,182496,203,15195,142,197691,345,normal,-
5391284539523287831,10.0.2.15,52.223.202.71,443,tcp,tls,6220,4063898,2963,124852,1804,4188750,4767,normal,-
-6266458317992297632,10.0.2.15,142.251.37.99,443,udp,-,78989,1002374,884,105152,427,1107526,1311,normal,-
-6502477056673014330,10.0.2.15,18.192.246.211,443,tcp,tls,192992,32916,109,31968,119,64884,228,normal,-
4712013047323652461,10.0.2.15,52.28.203.152,443,tcp,tls,304373,81306,238,51003,228,132309,466,normal,-
1082555921555438021,10.0.2.15,50.17.196.195,443,tcp,tls,174603,21461,52,6457,51,27918,103,normal,-
702939889214431033,10.0.2.15,142.251.37.98,443,tcp,tls,1825846,482335,691,65479,587,547814,1278,normal,-
-4705660322526577466,10.0.2.15,104.18.43.158,443,tcp,tls,1885109,87319,348,102729,340,190048,688,normal,-
-4827206761167884568,10.0.2.15,216.24.57.3,443,tcp,tls,1384,14358,36,4216,36,18574,72,normal,-
-5538641674308170451,10.0.2.15,142.251.36.67,443,udp,-,196013,1104340,1107,151626,624,1255966,1731,normal,-
4654648830300002485,10.0.2.15,18.66.15.86,443,tcp,-,503,14250,31,3446,33,17696,64,normal,-
-4705026434631418573,10.0.2.15,142.251.37.118,443,tcp,tls,515863,50000,115,13315,119,63315,234,normal,-
7977083941887609789,10.0.2.15,13.32.110.91,443,tcp,tls,359169,546765,447,38062,413,584827,860,normal,-
-6011026534715628840,10.0.2.15,140.82.121.5,443,tcp,tls,292032,54882,303,247506,304,302388,607,normal,-
5782573007158225747,10.0.2.15,54.213.102.132,443,tcp,tls,57862,18894,54,6942,56,25836,110,normal,-
3879350755946399163,54.186.10.12,10.0.2.15,33688,tcp,-,0,375,5,435,6,810,11,normal,-
3029291998828298786,10.0.2.15,18.66.25.126,443,tcp,tls,199349,1841836,1448,60610,768,1902446,2216,normal,-
2260075765788031269,10.0.2.15,142.251.36.68,443,tcp,-,731961,953589,1077,98985,757,1052574,1834,normal,-
-1532502455921988262,10.0.2.15,35.202.21.90,443,tcp,tls,188562,57824,75,7764,77,65588,152,normal,-
-3022922382308990498,10.0.2.15,157.240.30.35,443,tcp,tls,178868,135809,338,40298,304,176107,642,normal,-
-6987456855265834837,10.0.2.15,35.158.206.94,443,tcp,tls,18677,50521,138,34977,140,85498,278,normal,-
-2310414284867681427,10.0.2.15,140.82.114.22,443,tcp,tls,277078,17690,74,14866,74,32556,148,normal,-
-3497835195380015359,10.0.2.15,18.66.15.56,443,tcp,tls,340,13972,26,3028,26,17000,52,normal,-
-4026523145268538765,10.0.2.15,35.244.181.201,443,tcp,-,567905,12840,56,5495,54,18335,110,normal,-
-7122823603959540231,10.0.2.15,35.71.161.21,443,tcp,tls,16772,18740,49,12987,55,31727,104,normal,-
-5589253172349537027,10.0.2.15,142.251.36.98,443,udp,-,344323,1467118,1614,235333,867,1702451,2481,normal,-
2363276305224916673,10.0.2.15,142.251.37.98,443,udp,-,21132,774415,726,80126,336,854541,1062,normal,-
1604348892301649448,10.0.2.15,142.251.36.104,443,tcp,tls,172654,342146,294,13227,143,355373,437,normal,-
8349214499150425110,10.0.2.15,172.64.153.246,443,tcp,tls,938,261280,206,8022,102,269302,308,normal,-
3056069551630976412,10.0.2.15,142.251.37.109,443,tcp,tls,346151,671312,613,37060,406,708372,1019,normal,-
1875868952529585513,10.0.2.15,185.172.151.128,443,tcp,tls,10714,15259,34,4101,34,19360,68,normal,-
-617088490895525849,10.0.2.15,35.192.151.63,443,tcp,tls,6706,12396,18,2154,20,14550,38,normal,-
3031840993186645859,10.0.2.15,142.251.36.86,443,tcp,tls,347356,51737,77,7061,65,58798,142,normal,-
-2789668086884296190,10.0.2.15,142.251.36.132,443,udp,-,408148,5030544,5641,675216,2460,5705760,8101,normal,-
7686723360529113302,10.0.2.15,13.32.2.178,443,tcp,tls,1640578,6506189,4833,221486,2931,6727675,7764,normal,-
4963788708435714809,10.0.2.15,209.140.129.85,443,tcp,tls,348958,31268,80,9841,81,41109,161,normal,-
4220260151203682139,10.0.2.15,142.251.36.118,443,tcp,tls,513218,37217,91,9991,93,47208,184,normal,-
2182193346986053587,10.0.2.15,209.140.129.56,443,tcp,tls,233574,41332,70,15224,72,56556,142,normal,-
-5200032102577731234,10.0.2.15,52.29.27.99,443,tcp,tls,12224,25460,70,50884,74,76344,144,normal,-
-4880568270726088667,10.0.2.15,147.229.2.90,80,tcp,http,15859,2576,13,1682,14,4258,27,normal,-
6577977160849637962,10.0.2.15,142.251.36.99,443,udp,-,286961,5895945,4880,451720,1633,6347665,6513,normal,-
-6145251373832961682,10.0.2.15,18.66.23.210,443,tcp,tls,172751,55171,114,16700,110,71871,224,normal,-
5755502723997349957,10.0.2.15,52.58.226.158,443,tcp,tls,177862,22045,75,19124,77,41169,152,normal,-
5209082428709486779,10.0.2.15,18.158.95.160,443,tcp,tls,522,8890,28,3288,28,12178,56,normal,-
-895802344472891605,10.0.2.15,192.124.249.23,80,tcp,http,199386,8986,36,3250,36,12236,72,normal,-
6528246052011854551,10.0.2.15,104.18.6.185,443,tcp,tls,570,19810,38,4246,32,24056,70,normal,-
6069196734611446662,10.0.2.15,23.195.249.37,443,tcp,tls,124107,110587,125,12017,95,122604,220,normal,-
3920412181798516909,10.0.2.15,142.251.36.68,443,udp,-,190905,2883082,3246,397333,1423,3280415,4669,normal,-
8788584656776091990,10.0.2.15,34.98.64.218,443,tcp,tls,180867,23190,75,13755,73,36945,148,normal,-
4583703505446640761,10.0.2.15,54.93.71.13,443,tcp,tls,62358,10974,40,4822,38,15796,78,normal,-
4039561924141082165,10.0.2.15,140.82.121.3,443,tcp,tls,404006,801075,654,50556,549,851631,1203,normal,-
-7609397628138803473,10.0.2.15,104.18.25.185,443,tcp,tls,9035,20406,68,23485,71,43891,139,normal,-
1015595363658524798,10.0.2.15,142.251.37.97,443,udp,-,42182,457638,444,44261,209,501899,653,normal,-
-1596943230074075686,10.0.2.15,209.140.136.167,443,tcp,tls,240236,22488,74,29344,74,51832,148,normal,-
-7158523897807597513,10.0.2.15,142.251.36.138,443,udp,-,23394,733456,652,57847,291,791303,943,normal,-
-7845565370449270467,10.0.2.15,13.32.110.7,443,tcp,-,2120,120,2,256,4,376,6,normal,-
-1487222592399251030,10.0.2.15,13.32.110.29,443,tcp,tls,60085,69715,136,16366,149,86081,285,normal,-
8162042308635414907,10.0.2.15,216.239.34.36,443,udp,-,92421,393100,624,178646,637,571746,1261,normal,-
3070456849929619179,10.0.2.15,13.32.110.109,443,tcp,tls,348609,81491,113,9027,87,90518,200,normal,-
-4956486917687811798,10.0.2.15,185.64.189.112,443,tcp,-,422467,34157,111,27493,115,61650,226,normal,-
-3609665569947989560,10.0.2.15,18.66.15.18,443,tcp,tls,4574,87354,84,6228,70,93582,154,normal,-
-3386135650664457559,10.0.2.15,142.251.36.106,443,udp,-,71159,273154,322,62161,209,335315,531,normal,-
-129918218650914539,10.0.2.15,18.66.15.27,443,tcp,-,172979,8951,23,2877,25,11828,48,normal,-
-6889652008505716421,10.0.2.15,147.229.2.90,443,tcp,tls,9393,1158300,859,29797,387,1188097,1246,normal,-
-972996754376411135,10.0.2.15,54.71.68.203,443,tcp,tls,58154,38254,232,36144,224,74398,456,normal,-
-7802358195241365321,10.0.2.15,104.18.22.52,443,tcp,tls,343132,57895,97,9148,78,67043,175,normal,-
8677389662140624974,10.0.2.15,142.251.36.74,443,udp,-,40136,148570,169,25325,114,173895,283,normal,-
-435242797846932770,10.0.2.15,142.251.37.104,443,udp,-,2048,321160,250,15376,66,336536,316,normal,-
7839696812174532764,10.0.2.15,35.188.42.15,443,tcp,tls,384424,33598,110,14318,106,47916,216,normal,-
-2237156979592134309,10.0.2.15,142.251.36.129,443,udp,-,10361,331222,334,49344,221,380566,555,normal,-
-8008066182675257085,10.0.2.15,142.251.36.65,443,udp,-,30276,1872247,1428,64604,260,1936851,1688,normal,-
-3265560433588044055,10.0.2.15,67.27.213.250,443,tcp,tls,341768,520232,394,13498,196,533730,590,normal,-
-6153954895354577239,10.0.2.15,13.32.6.222,80,tcp,-,1489380,41128,231,26004,250,67132,481,normal,-
8911118451101882039,10.0.2.15,52.46.143.56,443,tcp,tls,261488,20910,60,8432,58,29342,118,normal,-
8531450612327087994,10.0.2.15,52.223.202.37,443,tcp,tls,1118,167198,128,9144,94,176342,222,normal,-
-6825809100625048535,10.0.2.15,162.19.138.116,443,tcp,tls,14028,12156,30,3790,30,15946,60,normal,-
4692177409197131499,10.0.2.15,142.251.36.86,443,udp,-,17472,753662,589,24078,176,777740,765,normal,-
391820322496247538,10.0.2.15,142.250.102.156,443,tcp,tls,1396,20251,58,6929,53,27180,111,normal,-
4452827317078532191,10.0.2.15,142.251.36.110,443,udp,-,65162,3274000,2763,497220,1175,3771220,3938,normal,-
-2232485488103517094,10.0.2.15,34.107.203.240,443,tcp,tls,1060,44504,56,4736,44,49240,100,normal,-
-6198757746816452740,10.0.2.15,178.250.0.165,443,tcp,tls,32001,19697,93,26454,91,46151,184,normal,-
-7620475165389890931,10.0.2.15,142.251.36.66,443,tcp,tls,811677,276353,380,32318,301,308671,681,normal,-
4828598591773819964,10.0.2.15,34.111.208.231,443,tcp,tls,171617,19840,49,6015,50,25855,99,normal,-
4168088970857737896,10.0.2.15,141.95.98.65,443,tcp,tls,14710,13812,30,6166,32,19978,62,normal,-
-4909113079268380555,10.0.2.15,104.18.20.226,80,tcp,http,1572389,78166,282,31119,293,109285,575,normal,-
-7006264477151733164,10.0.2.15,104.17.33.82,443,udp,-,3862,326322,308,22934,94,349256,402,normal,-
5627098464801876381,10.0.2.15,151.101.193.26,443,tcp,tls,744,13894,36,4172,34,18066,70,normal,-
8992025232349473913,10.0.2.15,13.32.11.208,80,tcp,http,263518,6048,38,3932,40,9980,78,normal,-
-4316063030227343405,10.0.2.15,104.244.42.65,443,tcp,tls,514847,122638,145,18297,130,140935,275,normal,-
-8012683039361383853,10.0.2.15,52.223.198.20,443,tcp,tls,21956,251185,235,38999,218,290184,453,normal,-
8133856524195069883,10.0.2.15,209.140.129.67,443,tcp,tls,233152,18588,56,12870,56,31458,112,normal,-
5853329624523241619,10.0.2.15,193.48.96.10,443,tcp,tls,20032,4544379,3135,57149,994,4601528,4129,normal,-
843516873232454711,10.0.2.15,23.195.249.65,443,tcp,tls,368637,38032,117,25974,118,64006,235,normal,-
-2511616512224606482,10.0.2.15,213.19.162.51,443,tcp,tls,41174,23341,77,17769,80,41110,157,normal,-
-4665460956199828502,10.0.2.15,157.240.30.27,443,udp,-,57889,1967017,1719,81132,562,2048149,2281,normal,-
-6333578569210897719,10.0.2.15,23.195.249.137,443,tcp,tls,243880,35262,82,13412,78,48674,160,normal,-
-5391024805869189848,10.0.2.15,142.251.36.70,443,tcp,tls,342111,26025,68,8110,71,34135,139,normal,-
2286984870832733836,10.0.2.15,209.140.129.84,443,tcp,tls,234126,28796,62,9194,58,37990,120,normal,-
3283578204904654232,10.0.2.15,157.240.30.63,443,udp,-,5508,716754,622,21664,148,738418,770,normal,-
-8459373648016347550,10.0.2.15,209.140.129.90,443,tcp,tls,234266,19092,58,11264,58,30356,116,normal,-
-173331421579581748,10.0.2.15,54.155.178.5,443,tcp,tls,360914,86804,134,35324,124,122128,258,normal,-
1633742229455547603,10.0.2.15,104.16.87.20,443,tcp,tls,30539,142887,218,21156,173,164043,391,normal,-
5707885257789880324,10.0.2.15,104.26.4.62,443,tcp,tls,341680,51914,82,7072,60,58986,142,normal,-
1862279717068928623,10.0.2.15,52.214.191.127,443,tcp,tls,125208,18058,44,6426,44,24484,88,normal,-
-5906655447090201062,10.0.2.15,35.83.96.182,443,tcp,tls,124446,10270,36,4172,36,14442,72,normal,-
-8284631211646401676,10.0.2.15,104.16.56.101,443,tcp,tls,571010,45122,87,9142,78,54264,165,normal,-
-3017313138097058704,10.0.2.15,13.32.14.22,443,tcp,tls,145208,1622571,1212,51216,728,1673787,1940,normal,-
-8887450103394785030,10.0.2.15,31.30.189.206,443,udp,-,1122,625306,468,15946,104,641252,572,normal,-
1930620599039348293,10.0.2.15,209.140.141.61,443,tcp,tls,233394,22324,58,8250,58,30574,116,normal,-
6334087051895267300,10.0.2.15,142.251.36.142,443,udp,-,184376,4910692,4456,974377,2258,5885069,6714,normal,-
-3644127337136163313,10.0.2.15,142.250.102.155,443,tcp,tls,614,13364,36,4562,34,17926,70,normal,-
7286245261436444746,10.0.2.15,128.84.21.199,443,tcp,tls,84838,1114821,862,49483,653,1164304,1515,normal,-
-6864746092691730030,10.0.2.15,13.32.110.126,443,tcp,tls,341394,72342,88,6148,66,78490,154,normal,-
-1165233802820755036,10.0.2.15,104.16.168.82,443,tcp,tls,172548,17051,48,5807,48,22858,96,normal,-
4716405967641462052,10.0.2.15,142.251.37.109,443,udp,-,23087,680411,645,70598,279,751009,924,normal,-
-2497081338118988184,10.0.2.15,142.251.36.78,443,udp,-,264219,351998,456,111494,364,463492,820,normal,-
8548507353459014083,10.0.2.15,18.66.15.22,443,tcp,tls,469430,63444,148,21766,144,85210,292,normal,-
-8514937186410464045,10.0.2.15,35.156.198.41,443,tcp,tls,181414,26071,71,13989,76,40060,147,normal,-
-5675002551521691264,10.0.2.15,18.66.22.211,443,tcp,tls,2619,222967,201,13487,167,236454,368,normal,-
-3730688389858704208,10.0.2.15,142.251.36.70,443,udp,-,1360,38186,46,11143,45,49329,91,normal,-
-334089610546589278,10.0.2.15,185.89.210.101,443,tcp,tls,22574,11298,28,4454,26,15752,54,normal,-
216891057290230664,10.0.2.15,104.18.3.119,443,tcp,tls,3818,238952,186,9908,138,248860,324,normal,-
-1362585966298504858,10.0.2.15,157.240.30.35,443,udp,-,355450,136453,450,245989,383,382442,833,normal,-
3491303129958400602,10.0.2.15,18.66.15.52,443,tcp,tls,172126,22313,48,5566,48,27879,96,normal,-
7943224992181027560,10.0.2.15,18.66.15.30,443,tcp,tls,234810,231952,208,28708,176,260660,384,normal,-
7674314626526274886,10.0.2.15,18.66.15.74,443,tcp,tls,189872,88906,99,9013,100,97919,199,normal,-
8999313386019188073,10.0.2.15,18.66.15.64,443,tcp,tls,282257,48098,103,13815,101,61913,204,normal,-
-2978656728378674371,10.0.2.15,18.66.17.190,443,tcp,tls,147046,974265,758,30328,400,1004593,1158,normal,-
-7619389840897810266,10.0.2.15,157.240.30.174,443,udp,-,14410,1390786,1442,109412,402,1500198,1844,normal,-
-7986173057305473322,10.0.2.15,2.16.2.186,443,tcp,tls,206157,592617,623,41387,422,634004,1045,normal,-
2219154358669246626,10.0.2.15,216.239.32.36,443,tcp,tls,293738,87216,246,33553,234,120769,480,normal,-
715011796239902602,10.0.2.15,18.66.23.213,443,tcp,tls,983185,244075,263,17915,185,261990,448,normal,-
4479334461905406148,10.0.2.15,18.66.15.83,443,tcp,tls,342040,16662,42,4704,42,21366,84,normal,-
5880596567214167779,10.0.2.15,142.251.36.118,443,udp,-,12622,1958702,1499,40337,283,1999039,1782,normal,-
-7994315786461460687,10.0.2.15,142.250.27.155,443,tcp,tls,3104,26697,75,9373,75,36070,150,normal,-
-8242139646359779220,10.0.2.15,162.247.243.29,443,tcp,tls,467403,28918,116,21314,116,50232,232,normal,-
1470591158166537388,10.0.2.15,23.73.140.46,443,tcp,tls,617577,1549057,1316,69915,880,1618972,2196,normal,-
9006843329491898097,10.0.2.15,104.18.13.159,443,tcp,tls,342096,12698,38,4348,36,17046,74,normal,-
1124286117462592270,10.0.2.15,52.94.223.37,443,tcp,tls,510264,55934,143,25017,137,80951,280,normal,-
-3892487973076927180,10.0.2.15,77.75.76.182,443,tcp,tls,80308,337739,329,18483,212,356222,541,normal,-
-6522709196874475436,10.0.2.15,77.75.78.30,443,tcp,tls,260470,600751,575,55328,472,656079,1047,normal,-
4947313481933489197,10.0.2.15,77.75.77.16,443,tcp,tls,53713,1353993,1109,55081,747,1409074,1856,normal,-
6521180118225458823,10.0.2.15,104.64.124.188,443,tcp,tls,234598,25790,60,5670,52,31460,112,normal,-
-4255802467974678770,10.0.2.15,23.185.0.4,443,tcp,tls,380490,2602184,1860,50934,776,2653118,2636,normal,-
-5983168624583970322,10.0.2.15,13.32.110.93,443,tcp,tls,814831,464618,480,37571,327,502189,807,normal,-
698028667489397207,10.0.2.15,51.11.20.152,443,tcp,tls,150650,30644,54,5106,54,35750,108,normal,-
2271102247321102839,10.0.2.15,13.107.42.14,443,tcp,tls,1138675,238662,521,65194,486,303856,1007,normal,-
2471546282542931712,10.0.2.15,104.22.52.86,443,tcp,tls,341406,45764,62,4906,46,50670,108,normal,-
-1998402031482382585,10.0.2.15,13.32.110.48,443,tcp,tls,342172,58502,70,5218,52,63720,122,normal,-
-2175489054317038966,10.0.2.15,104.26.1.148,443,tcp,tls,365730,2810978,2126,166432,1218,2977410,3344,normal,-
-3501740982082561214,10.0.2.15,77.75.78.126,443,tcp,tls,44838,126562,112,5976,68,132538,180,normal,-
-6053579743876340312,10.0.2.15,13.32.110.81,443,tcp,tls,469573,112612,165,15136,143,127748,308,normal,-
6652106319690936821,10.0.2.15,77.75.78.104,443,tcp,tls,214204,598928,696,83162,533,682090,1229,normal,-
-181221413529819519,10.0.2.15,13.32.110.123,443,tcp,tls,341930,15980,44,4776,42,20756,86,normal,-
-3821888396766463008,10.0.2.15,151.101.194.167,443,tcp,tls,231648,20332,54,5628,52,25960,106,normal,-
5123933208896259302,10.0.2.15,52.10.130.119,443,tcp,tls,401134,55748,622,687996,624,743744,1246,normal,-
-1627156167571176382,10.0.2.15,13.32.110.89,443,tcp,tls,342122,149914,140,7102,76,157016,216,normal,-
-231827515301636629,10.0.2.15,13.32.110.51,443,tcp,tls,344670,17134,46,7522,48,24656,94,normal,-
6309197441479402800,10.0.2.15,77.75.79.165,443,tcp,tls,133853,20622,58,6965,58,27587,116,normal,-
-8685330227426076243,10.0.2.15,18.66.15.47,443,tcp,tls,342106,34376,58,5166,50,39542,108,normal,-
-7328368147571681551,10.0.2.15,69.16.175.42,443,tcp,tls,684308,190983,195,12535,143,203518,338,normal,-
-5167446606686926194,10.0.2.15,20.186.185.227,443,tcp,tls,344674,11622,42,5102,42,16724,84,normal,-
-1155858879251443039,10.0.2.15,34.242.66.151,443,tcp,tls,351268,40476,108,18186,110,58662,218,normal,-
-5926562939092744317,10.0.2.15,13.32.110.85,443,tcp,tls,346718,17500,52,12452,54,29952,106,normal,-
2994106456760412495,10.0.2.15,77.75.77.234,443,tcp,tls,54106,78728,80,5354,58,84082,138,normal,-
-6226168502055124576,10.0.2.15,77.75.76.30,443,tcp,tls,566883,892649,889,94218,685,986867,1574,normal,-
-7806125030011536396,10.0.2.15,141.95.47.55,443,tcp,tls,153124,83437,128,13041,121,96478,249,normal,-
1334874477173825019,10.0.2.15,18.66.17.28,443,tcp,tls,341756,232774,190,8038,104,240812,294,normal,-
-8790965653068586582,10.0.2.15,192.28.144.124,443,tcp,tls,151458,11698,38,4880,36,16578,74,normal,-
-6458709852762151890,10.0.2.15,13.32.110.34,443,tcp,tls,374422,32058,54,8898,48,40956,102,normal,-
4792455940947567721,10.0.2.15,77.75.78.101,443,tcp,tls,53826,83782,86,4868,48,88650,134,normal,-
-5097436474113742087,10.0.2.15,77.75.79.232,443,tcp,tls,34316,13920,38,5250,38,19170,76,normal,-
254949970124367151,10.0.2.15,18.66.15.53,443,tcp,tls,341562,84898,96,5962,60,90860,156,normal,-
4141705984090764270,10.0.2.15,2.18.36.230,443,tcp,tls,241478,150174,148,7868,90,158042,238,normal,-
7093477611222289225,10.0.2.15,23.195.248.219,443,tcp,tls,501517,8053923,5669,94075,1385,8147998,7054,normal,-
2257021863313542230,10.0.2.15,13.32.110.120,443,tcp,tls,591882,857778,734,55774,640,913552,1374,normal,-
-6885530249407872893,10.0.2.15,104.22.71.197,443,tcp,tls,172179,44173,66,6190,50,50363,116,normal,-
-1411844276552217913,10.0.2.15,13.32.110.39,443,tcp,tls,343730,1116660,844,32876,484,1149536,1328,normal,-
4399265468233202918,10.0.2.15,44.195.173.150,443,tcp,tls,283168,41988,240,93750,240,135738,480,normal,-
8837464367515429336,10.0.2.15,13.37.25.97,443,tcp,tls,228090,50554,154,33422,152,83976,306,normal,-
-997184236737357915,10.0.2.15,18.66.15.62,443,tcp,tls,342392,29464,52,4786,44,34250,96,normal,-
8091885286112171710,10.0.2.15,34.249.131.158,443,tcp,tls,374924,13712,52,6386,50,20098,102,normal,-
413702221869564722,10.0.2.15,13.32.110.18,443,tcp,tls,277346,22052,54,6168,50,28220,104,normal,-
-2736634270685504658,10.0.2.15,104.17.71.206,443,tcp,tls,344882,181166,164,9832,98,190998,262,normal,-
