ts,te,td,sa,da,sp,dp,pr,flg,fwd,stos,ipkt,ibyt,opkt,obyt,fl,bps,pps,bpp,in,out,sas,das,smk,dmk,dtos,dir,nh,nhb,svln,dvln,ismc,odmc,idmc,osmc,mpls1,mpls2,mpls3,mpls4,mpls5,mpls6,mpls7,mpls8,mpls9,mpls10,cl,sl,al,ra,eng,exid,tr,apptag,hhost,hhost1,hhost2,hhost3,hurl,hurl1,scc,dcc,scid,scing,scled,svia,srt,sok,sbye,ssts,srip,saud,svid,spt,rpkt,roct,rjit,rlst,rcod,rsc,rd,asnt,asntmin,asntmax,acnt,acntmin,acntmax,asrt,asrtmin,asrtmax,ahist1,ahist2,ahist3,ahist4,ahist5,ahist6,ahist7,arlate,nrtt,nsrt,njdev,njavg,njmin,njmax,nddev,ndavg,ndmin,ndmax,njcnt,ndcnt,nrttmin,nrttmax,nrttcnt,nsrtmin,nsrtmax,nsrtcnt,suid,duid,hos,hosmaj,hosmin,hosbld,happ,happmaj,happmin,happbld,nooo,nretr,nooomin,nooomax,nooocnt,nretrmin,nretrmax,nretrcnt,dnsqname1,dnsrname1,dnsrdata1,dnsqname2,dnsrname2,dnsrdata2,dnsqname3,dnsrname3,dnsrdata3,dnsid,dnsrcode,dnsopcode,dnsqrflag,dnsflags,dnsqcnt,dnsancnt,dnsaucnt,dnsadcnt,dnsrname,dnsrclass,dnsrtype,dnsrttl,dnsrdata,dnsqname,dnsqtype,dnsqclass,sourceid,dhcpoip,dhcphmac,dhcptype,dhcpltime,dhcpsip,dhcpdname,dhcphname,dhcpipreq,smb1cmd,smb2cmd,smbtree,smbfile,smbfiletype,smbop,smbdel,smberr,tcpttl,tcpsynsize,tcpwinsize,tdsreq,tdsver,tdscver,tdssver,tdsdb,tdsuser,tdshost,tdsres,tdstoken,tdstmr,tdserr,tdsenvch,tdssql,tdsrpc,tdsservname,smtphelo,smtpfrom,mailuser,mailfailauth,mailstarttls,hmethod,hrcode,nsx-ruleid,nsx-vnicindex,nsx-vmuuid,arp_hrd,arp_op,nas,pas,mysqlver,mysqlsver,mysqlauths,mysqluser,mysqlauthm,mysqldb,mysqlcpblts,mysqlcpbltc,mysqlcmd,mysqlerr,mysqlsql,pgsqlver,pgsqlsver,pgsqlauthm,pgsqluser,pgsqldb,pgsqlmsgs,pgsqlmsgc,pgsqlerrs,pgsqlerrc,pgsqlsql,tlscont,tlshshk,tlssetup,tlssver,tlsciph,tlssrnd,tlsssid,tlsalpn,tlssni,tlssnlen,tlscver,tlsciphs,tlscrnd,tlscsid,tlsext,tlsexl,tlsec,tlsecpf,tlscklen,tlsicn,tlsscn,tlsson,tlsvfrom,tlsvto,tlssalg,tlspkalg,tlspklen,tlsja3,tlssnum,tlssan,tlsscm,iec104pktlen,iec104fmt,iec104asdutype,iec104asduobjcount,iec104asducot,iec104asduorg,iec104asduaddr,coapver,coapmid,coapcode,coapopcount,coaptype,coapaccept,coapcontentfmt,coaptoken,coapurihost,coapuripath,coapuriquery,gooseappid,goosecbref,goosedataset,gooseid,goosestnum,mmstype,mmsconfservicereq,mmsconfserviceresp,mmsunconfservice,dlmstype,dlmssubtype,dlmsclassid,dlmsobis,dlmsattrmethodid,dlmsdatatype,dlmsdatalength,dlmsdataaccessresult,dlmsactionresult,radiusnataddress,radiusportstart,radiusportend,radiuscalledstationid,radiuscallingstationid,radiuslogin,vxlanvni,sn,dn,nsa,nda,nsp,ndp
2021-10-16 17:19:20.906,2021-10-16 17:19:20.906,0.000,192.168.111.32,172.217.23.226,50554,443,TCP,....A....,0,0,1,41,0,0,1,0,0,41,8,0,0,15169,0,0,0,0,0.0.0.0,0.0.0.0,0,0,ac:1f:6b:1b:08:96,48:8f:5a:19:a4:cc,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,0,840,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,192.168.111.32/0,172.217.23.226/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:20.910,2021-10-16 17:19:20.910,0.000,172.217.23.226,192.168.111.32,443,50554,TCP,....A....,0,0,1,52,0,0,1,0,0,52,8,0,15169,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,48:8f:5a:19:a4:cc,ac:1f:6b:1b:08:96,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,840,0,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,172.217.23.226/0,192.168.111.32/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:24.977,2021-10-16 17:19:24.977,0.000,192.168.111.32,185.64.189.115,51141,443,TCP,....A....,0,0,1,41,0,0,1,0,0,41,8,0,0,62713,0,0,0,0,0.0.0.0,0.0.0.0,0,0,ac:1f:6b:1b:08:96,48:8f:5a:19:a4:cc,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,0,826,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,192.168.111.32/0,185.64.189.115/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:24.994,2021-10-16 17:19:24.994,0.000,185.64.189.115,192.168.111.32,443,51141,TCP,....A....,0,0,1,40,0,0,1,0,0,40,8,0,62713,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,48:8f:5a:19:a4:cc,ac:1f:6b:1b:08:96,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,826,0,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,185.64.189.115/0,192.168.111.32/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:21.906,2021-10-16 17:19:21.906,0.000,20.191.46.211,192.168.111.13,443,62137,TCP,....A.R..,0,0,1,40,0,0,1,0,0,40,8,0,8075,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,48:8f:5a:19:a4:cc,00:0c:29:6a:77:94,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,372,0,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,20.191.46.211/0,192.168.111.13/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:11.695,2021-10-16 17:19:26.730,15.035,192.168.111.20,147.229.14.124,37408,7998,TCP,.......S.,0,0,5,260,0,0,1,138,0,52,8,0,0,197451,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:0c:29:4a:5d:82,48:8f:5a:19:a4:cc,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,0:0,,,,,,,0,203,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,9.187,2337.399,1004.223,4008.981,32.330,3758.695,1003.786,8015.984,1,1,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,4.000,0.000,0.000,1,4.000,4.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,64,52,29200,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,192.168.111.20/0,147.229.14.124/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:29.411,2021-10-16 17:19:29.453,0.042,192.168.111.13,104.120.111.248,62138,443,TCP,....A.R.F,0,0,2,80,0,0,1,15238,48,40,8,0,0,16625,0,0,0,0,0.0.0.0,0.0.0.0,0,0,00:0c:29:6a:77:94,48:8f:5a:19:a4:cc,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,0,380,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,192.168.111.13/0,104.120.111.248/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:29.452,2021-10-16 17:19:29.453,0.001,104.120.111.248,192.168.111.13,443,62138,TCP,....AP..F,0,0,2,111,0,0,1,888000,2000,55,8,0,16625,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,48:8f:5a:19:a4:cc,00:0c:29:6a:77:94,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,380,0,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,104.120.111.248/0,192.168.111.13/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:30.683,2021-10-16 17:19:30.683,0.000,192.168.111.32,91.228.74.226,54982,443,TCP,....A....,0,0,1,41,0,0,1,0,0,41,8,0,0,16509,0,0,0,0,0.0.0.0,0.0.0.0,0,0,ac:1f:6b:1b:08:96,48:8f:5a:19:a4:cc,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,0,826,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,192.168.111.32/0,91.228.74.226/0,0.0.0.0,0.0.0.0,0,0
2021-10-16 17:19:30.698,2021-10-16 17:19:30.698,0.000,91.228.74.226,192.168.111.32,443,54982,TCP,....A....,0,164,1,52,0,0,1,0,0,52,8,0,16509,0,0,0,0,0,0.0.0.0,0.0.0.0,0,0,48:8f:5a:19:a4:cc,ac:1f:6b:1b:08:96,00:00:00:00:00:00,00:00:00:00:00:00,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0-0-0,0.000,0.000,0.000,127.0.0.1,0/0,1,1970-01-01 01:00:00.000.000,13:453,,,,,,,826,0,,,,,0,0,0,0,0.0.0.0,0,0,0,0,0,0,0,0,0,0:0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,0,N/A,N/A,0,N/A,N/A,0,,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0.000,0.000,0.000,0.000,1,0.000,0.000,1,,,,,,,,,,0,0,0,0,,0,0,0,0,,N/A,N/A,N/A,,,N/A,N/A,0,0.0.0.0,00:00:00:00:00:00,0,0,0.0.0.0,,,0.0.0.0,N/A,,,,N/A,N/A,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,N/A,N/A,N/A,N/A,,,,,,,N/A,N/A,NONE,0,0,0,0000000000000000 - 0000000000000000,0,0,0,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,............................,....................,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,                                     N/A,,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,0,N/A,0,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,N/A,,,,N/A,91.228.74.226/0,192.168.111.32/0,0.0.0.0,0.0.0.0,0,0
